"country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"Afghanistan","AFG","2000",55.13,NA,NA,190
"Afghanistan","AFG","2001",55.49,NA,NA,189
"Afghanistan","AFG","2002",55.86,15.48,890,189
"Afghanistan","AFG","2003",56.24,19.33,940,189
"Afghanistan","AFG","2004",56.63,20.89,940,189
"Afghanistan","AFG","2005",57.03,21.9,1040,189
"Afghanistan","AFG","2006",57.43,22.18,1100,189
"Afghanistan","AFG","2007",57.83,26.99,1250,189
"Afghanistan","AFG","2008",58.23,33.81,1290,189
"Afghanistan","AFG","2009",58.6,43.53,1530,189
"Afghanistan","AFG","2010",58.97,52.89,1640,189
"Afghanistan","AFG","2011",59.33,52.38,1730,189
"Afghanistan","AFG","2012",59.68,58.17,1960,189
"Afghanistan","AFG","2013",60.03,53.37,1970,189
"Afghanistan","AFG","2014",60.37,56.57,1960,189
"Albania","ALB","2000",74.27,74.03,4140,23
"Albania","ALB","2001",74.73,78.67,4600,21
"Albania","ALB","2002",75.15,89.92,4870,23
"Albania","ALB","2003",75.52,112.63,5250,21
"Albania","ALB","2004",75.83,153.26,5660,21
"Albania","ALB","2005",76.08,166.23,6060,20
"Albania","ALB","2006",76.29,175.46,6830,18
"Albania","ALB","2007",76.47,216.94,7490,17
"Albania","ALB","2008",76.65,254.74,8270,17
"Albania","ALB","2009",76.84,238.07,8680,17
"Albania","ALB","2010",77.04,219.27,9550,17
"Albania","ALB","2011",77.24,255.26,10180,17
"Albania","ALB","2012",77.44,239.51,10450,16
"Albania","ALB","2013",77.64,253.34,10600,18
"Albania","ALB","2014",77.83,272.2,11170,19
"Algeria","DZA","2000",70.18,61.3,7690,74
"Algeria","DZA","2001",70.6,66.51,8170,72
"Algeria","DZA","2002",71.01,66.18,8570,74
"Algeria","DZA","2003",71.42,75.44,9270,76
"Algeria","DZA","2004",71.82,92.15,9760,76
"Algeria","DZA","2005",72.2,100.36,10490,80
"Algeria","DZA","2006",72.56,116.34,10910,78
"Algeria","DZA","2007",72.9,150.55,11700,78
"Algeria","DZA","2008",73.22,206.41,12090,74
"Algeria","DZA","2009",73.52,207.72,12160,77
"Algeria","DZA","2010",73.8,228.92,12620,77
"Algeria","DZA","2011",74.07,286.97,12900,73
"Algeria","DZA","2012",74.32,335.27,13300,73
"Algeria","DZA","2013",74.57,345.65,13520,68
"Algeria","DZA","2014",74.81,361.73,13960,72
"American Samoa","ASM","2000",NA,NA,NA,6
"American Samoa","ASM","2001",NA,NA,NA,5.9
"American Samoa","ASM","2002",NA,NA,NA,3.9
"American Samoa","ASM","2003",NA,NA,NA,5.8
"American Samoa","ASM","2004",NA,NA,NA,9.7
"American Samoa","ASM","2005",NA,NA,NA,12
"American Samoa","ASM","2006",NA,NA,NA,7.8
"American Samoa","ASM","2007",NA,NA,NA,6
"American Samoa","ASM","2008",NA,NA,NA,6
"American Samoa","ASM","2009",NA,NA,NA,8.2
"American Samoa","ASM","2010",NA,NA,NA,8.3
"American Samoa","ASM","2011",NA,NA,NA,6.2
"American Samoa","ASM","2012",NA,NA,NA,6.7
"American Samoa","ASM","2013",NA,NA,NA,7.2
"American Samoa","ASM","2014",NA,NA,NA,7.7
"Andorra","AND","2000",NA,1242.21,NA,21
"Andorra","AND","2001",NA,1268.63,NA,17
"Andorra","AND","2002",NA,1450.8,NA,8.1
"Andorra","AND","2003",NA,1827.84,NA,17
"Andorra","AND","2004",NA,2127.74,NA,10
"Andorra","AND","2005",NA,2089.67,NA,14
"Andorra","AND","2006",NA,2256.1,NA,17
"Andorra","AND","2007",NA,2997.57,NA,6.8
"Andorra","AND","2008",NA,3081.87,NA,5.4
"Andorra","AND","2009",NA,2897.93,NA,11
"Andorra","AND","2010",NA,3173.99,NA,9.5
"Andorra","AND","2011",NA,2794.5,NA,4.2
"Andorra","AND","2012",NA,2993.73,NA,13
"Andorra","AND","2013",NA,4914.39,NA,7.6
"Andorra","AND","2014",NA,3746.33,NA,9.5
"Angola","AGO","2000",45.2,16.9,2480,297
"Angola","AGO","2001",45.97,30.92,2580,308
"Angola","AGO","2002",46.71,28.19,2480,320
"Angola","AGO","2003",47.39,37.45,2600,334
"Angola","AGO","2004",48,53.46,2840,350
"Angola","AGO","2005",48.54,64.69,3290,368
"Angola","AGO","2006",49.01,102.38,3930,377
"Angola","AGO","2007",49.44,106.6,4910,379
"Angola","AGO","2008",49.85,163.12,5270,382
"Angola","AGO","2009",50.25,160.84,5720,385
"Angola","AGO","2010",50.65,131.8,5740,384
"Angola","AGO","2011",51.06,160.36,5920,383
"Angola","AGO","2012",51.46,168.03,6020,380
"Angola","AGO","2013",51.87,225.74,6390,376
"Angola","AGO","2014",52.27,179.36,6590,370
"Antigua and Barbuda","ATG","2000",73.4,416.41,14440,5.9
"Antigua and Barbuda","ATG","2001",73.61,439.38,14430,1.5
"Antigua and Barbuda","ATG","2002",73.82,442.61,14580,5.7
"Antigua and Barbuda","ATG","2003",74.02,470.78,15670,1.4
"Antigua and Barbuda","ATG","2004",74.23,462.49,16710,3.4
"Antigua and Barbuda","ATG","2005",74.43,532.73,18260,8.4
"Antigua and Barbuda","ATG","2006",74.62,590.24,21130,5.5
"Antigua and Barbuda","ATG","2007",74.8,652.25,23500,2.7
"Antigua and Barbuda","ATG","2008",74.98,740.69,23600,1.3
"Antigua and Barbuda","ATG","2009",75.15,679.68,20760,4
"Antigua and Barbuda","ATG","2010",75.31,732.68,19590,9.2
"Antigua and Barbuda","ATG","2011",75.47,724.02,19290,7.8
"Antigua and Barbuda","ATG","2012",75.62,728.48,20030,3.9
"Antigua and Barbuda","ATG","2013",75.78,711.43,20460,13
"Antigua and Barbuda","ATG","2014",75.94,773.71,21460,3.8
"Argentina","ARG","2000",73.76,706.9,11520,37
"Argentina","ARG","2001",73.96,672.65,11110,35
"Argentina","ARG","2002",74.16,223.91,9500,35
"Argentina","ARG","2003",74.34,277.94,10550,33
"Argentina","ARG","2004",74.52,323.75,11740,34
"Argentina","ARG","2005",74.69,389.82,13320,31
"Argentina","ARG","2006",74.85,447.17,14860,28
"Argentina","ARG","2007",75.01,539.24,16560,29
"Argentina","ARG","2008",75.17,673.84,17390,26
"Argentina","ARG","2009",75.32,711.95,16200,22
"Argentina","ARG","2010",75.48,738.48,17810,20
"Argentina","ARG","2011",75.65,795.75,19230,27
"Argentina","ARG","2012",75.82,726.79,19250,24
"Argentina","ARG","2013",75.99,731.45,19850,24
"Argentina","ARG","2014",76.16,605.19,19500,25
"Armenia","ARM","2000",71.28,38.83,2380,61
"Armenia","ARM","2001",71.76,41.13,2690,66
"Armenia","ARM","2002",72.2,41.99,3120,70
"Armenia","ARM","2003",72.61,51.51,3630,74
"Armenia","ARM","2004",72.97,65.49,4120,76
"Armenia","ARM","2005",73.29,86.1,4910,77
"Armenia","ARM","2006",73.55,98.22,5790,77
"Armenia","ARM","2007",73.76,134.06,6830,75
"Armenia","ARM","2008",73.94,149.38,7520,71
"Armenia","ARM","2009",74.1,132.52,6410,67
"Armenia","ARM","2010",74.23,143.06,6690,63
"Armenia","ARM","2011",74.34,127.01,7050,58
"Armenia","ARM","2012",74.45,149.93,7700,53
"Armenia","ARM","2013",74.56,158.98,8210,49
"Armenia","ARM","2014",74.68,161.55,8500,45
"Aruba","ABW","2000",73.72,NA,NA,12
"Aruba","ABW","2001",73.78,NA,NA,12
"Aruba","ABW","2002",73.87,NA,NA,12
"Aruba","ABW","2003",73.97,NA,NA,12
"Aruba","ABW","2004",74.09,NA,NA,12
"Aruba","ABW","2005",74.23,NA,NA,12
"Aruba","ABW","2006",74.38,NA,NA,12
"Aruba","ABW","2007",74.53,NA,NA,12
"Aruba","ABW","2008",74.68,NA,NA,12
"Aruba","ABW","2009",74.82,NA,NA,12
"Aruba","ABW","2010",74.95,NA,NA,6.8
"Aruba","ABW","2011",75.08,NA,NA,9
"Aruba","ABW","2012",75.21,NA,NA,31
"Aruba","ABW","2013",75.33,NA,NA,12
"Aruba","ABW","2014",75.45,NA,NA,2.2
"Australia","AUS","2000",79.23,1745.93,25610,6.3
"Australia","AUS","2001",79.63,1665.2,26630,5.8
"Australia","AUS","2002",79.94,1883.32,27900,6
"Australia","AUS","2003",80.24,2370.88,28850,5.5
"Australia","AUS","2004",80.49,2933.23,30420,6.2
"Australia","AUS","2005",80.84,3214.03,31350,5.9
"Australia","AUS","2006",81.04,3421.91,32990,6.5
"Australia","AUS","2007",81.29,4077.85,34930,6.1
"Australia","AUS","2008",81.4,4410.44,35950,6.5
"Australia","AUS","2009",81.54,4256.64,38850,6.8
"Australia","AUS","2010",81.7,5324.52,37650,6.5
"Australia","AUS","2011",81.9,6368.42,40090,6.3
"Australia","AUS","2012",82.05,6543.52,41300,6.6
"Australia","AUS","2013",82.15,6258.47,44430,6.2
"Australia","AUS","2014",82.25,6031.11,45060,6.5
"Austria","AUT","2000",78.13,2415.78,29000,17
"Austria","AUT","2001",78.58,2418.44,29330,14
"Austria","AUT","2002",78.68,2643.58,30970,15
"Austria","AUT","2003",78.63,3285.6,31930,13
"Austria","AUT","2004",79.18,3779.75,33600,13
"Austria","AUT","2005",79.33,3916.48,34760,13
"Austria","AUT","2006",79.88,4075.33,37560,12
"Austria","AUT","2007",80.18,4710.11,39070,11
"Austria","AUT","2008",80.43,5286.92,41360,10
"Austria","AUT","2009",80.33,5153.79,40690,9.1
"Austria","AUT","2010",80.58,5049.56,42260,9.1
"Austria","AUT","2011",80.98,5431.67,44390,9.2
"Austria","AUT","2012",80.94,5239.52,46280,8.4
"Austria","AUT","2013",81.14,5478.24,47890,8.5
"Austria","AUT","2014",81.34,5580.49,48760,7.6
"Azerbaijan","AZE","2000",66.76,30.3,3340,681
"Azerbaijan","AZE","2001",67.15,31.17,3710,630
"Azerbaijan","AZE","2002",67.56,33.62,4120,564
"Azerbaijan","AZE","2003",68,57.04,4650,489
"Azerbaijan","AZE","2004",68.47,81.26,5100,412
"Azerbaijan","AZE","2005",68.94,121.89,6280,341
"Azerbaijan","AZE","2006",69.38,149.73,8570,279
"Azerbaijan","AZE","2007",69.76,192.38,10560,229
"Azerbaijan","AZE","2008",70.06,241.56,12310,187
"Azerbaijan","AZE","2009",70.29,288.54,13720,154
"Azerbaijan","AZE","2010",70.45,310.15,14600,128
"Azerbaijan","AZE","2011",70.55,358.26,14590,109
"Azerbaijan","AZE","2012",70.62,399.5,14870,95
"Azerbaijan","AZE","2013",70.69,432.42,16210,85
"Azerbaijan","AZE","2014",70.76,471.41,17000,77
"Bahamas, The","BHS","2000",72.25,1106.28,20130,32
"Bahamas, The","BHS","2001",72.55,1106.29,20720,23
"Bahamas, The","BHS","2002",72.84,1182.81,21190,16
"Bahamas, The","BHS","2003",73.13,1236.43,21010,14
"Bahamas, The","BHS","2004",73.39,1325.13,21380,19
"Bahamas, The","BHS","2005",73.64,1393.62,22070,17
"Bahamas, The","BHS","2006",73.86,1644.47,22780,21
"Bahamas, The","BHS","2007",74.06,1719.8,23260,15
"Bahamas, The","BHS","2008",74.25,1727.69,23160,16
"Bahamas, The","BHS","2009",74.42,1638.22,21760,15
"Bahamas, The","BHS","2010",74.59,1630.14,21770,9.9
"Bahamas, The","BHS","2011",74.75,1642.39,22020,13
"Bahamas, The","BHS","2012",74.91,1642.99,22690,9.9
"Bahamas, The","BHS","2013",75.07,1572.26,22560,10
"Bahamas, The","BHS","2014",75.23,1720.16,22250,15
"Bahrain","BHR","2000",74.6,476.89,34630,36
"Bahrain","BHR","2001",74.78,490.26,34440,31
"Bahrain","BHR","2002",74.95,515.03,34030,30
"Bahrain","BHR","2003",75.12,543.82,35420,39
"Bahrain","BHR","2004",75.27,547.82,36730,35
"Bahrain","BHR","2005",75.42,581.65,38430,37
"Bahrain","BHR","2006",75.57,605.17,39060,34
"Bahrain","BHR","2007",75.71,651.47,40090,33
"Bahrain","BHR","2008",75.85,730.12,39060,31
"Bahrain","BHR","2009",75.99,725.75,34940,31
"Bahrain","BHR","2010",76.13,741.57,35500,22
"Bahrain","BHR","2011",76.27,756.55,34170,20
"Bahrain","BHR","2012",76.41,1006.91,35590,19
"Bahrain","BHR","2013",76.55,1142.5,37380,18
"Bahrain","BHR","2014",76.68,1242.84,37620,18
"Bangladesh","BGD","2000",65.35,9.13,1350,225
"Bangladesh","BGD","2001",65.93,9.64,1420,225
"Bangladesh","BGD","2002",66.48,10.33,1480,225
"Bangladesh","BGD","2003",67,10.85,1560,225
"Bangladesh","BGD","2004",67.5,11.96,1660,225
"Bangladesh","BGD","2005",67.97,12.44,1800,225
"Bangladesh","BGD","2006",68.43,13.51,1980,225
"Bangladesh","BGD","2007",68.86,15.24,2160,225
"Bangladesh","BGD","2008",69.28,17.6,2340,225
"Bangladesh","BGD","2009",69.68,19.82,2450,225
"Bangladesh","BGD","2010",70.08,23.14,2600,225
"Bangladesh","BGD","2011",70.47,25.41,2780,225
"Bangladesh","BGD","2012",70.86,25.58,3000,225
"Bangladesh","BGD","2013",71.25,28.16,3180,224
"Bangladesh","BGD","2014",71.63,30.83,3350,227
"Barbados","BRB","2000",73.22,595.97,11140,1.3
"Barbados","BRB","2001",73.38,629.15,11060,2.5
"Barbados","BRB","2002",73.55,672.51,11260,2.1
"Barbados","BRB","2003",73.71,698.67,11700,5.1
"Barbados","BRB","2004",73.87,734.16,12130,8
"Barbados","BRB","2005",74.03,763.74,12820,5
"Barbados","BRB","2006",74.19,825.34,13700,2.1
"Barbados","BRB","2007",74.36,928.29,14530,6.7
"Barbados","BRB","2008",74.52,996.66,14620,1.2
"Barbados","BRB","2009",74.68,1026.94,14260,0.83
"Barbados","BRB","2010",74.85,980.96,14660,2.5
"Barbados","BRB","2011",75.01,1035.87,14340,0
"Barbados","BRB","2012",75.17,1137.95,15060,1.6
"Barbados","BRB","2013",75.33,1146.95,15160,1.6
"Barbados","BRB","2014",75.5,1146.04,15400,2
"Belarus","BLR","2000",68.91,74.97,5780,83
"Belarus","BLR","2001",68.51,82.23,6220,82
"Belarus","BLR","2002",68.06,95.75,6690,79
"Belarus","BLR","2003",68.55,119.76,7380,76
"Belarus","BLR","2004",68.96,157.24,8510,73
"Belarus","BLR","2005",68.85,215.87,9680,74
"Belarus","BLR","2006",69.4,244.18,10990,73
"Belarus","BLR","2007",70.2,304.99,12230,73
"Belarus","BLR","2008",70.46,379.11,13740,72
"Belarus","BLR","2009",70.41,313.29,13760,70
"Belarus","BLR","2010",70.4,322.54,15060,69
"Belarus","BLR","2011",70.55,293.12,16410,67
"Belarus","BLR","2012",71.97,335.97,16820,64
"Belarus","BLR","2013",72.47,465.17,17040,61
"Belarus","BLR","2014",72.98,450.21,17720,58
"Belgium","BEL","2000",77.72,1845.34,28670,14
"Belgium","BEL","2001",77.97,1878.37,29550,15
"Belgium","BEL","2002",78.08,2075.07,30990,13
"Belgium","BEL","2003",78.13,2800.31,31630,12
"Belgium","BEL","2004",78.88,3242.84,32690,12
"Belgium","BEL","2005",78.98,3339.72,33720,12
"Belgium","BEL","2006",79.38,3489.81,35890,11
"Belgium","BEL","2007",79.78,4017.79,37340,10
"Belgium","BEL","2008",79.68,4565.95,39030,10
"Belgium","BEL","2009",79.98,4574.69,38090,9.7
"Belgium","BEL","2010",80.18,4419.44,41320,11
"Belgium","BEL","2011",80.59,4864.15,41610,10
"Belgium","BEL","2012",80.39,4587.91,43320,9.4
"Belgium","BEL","2013",80.59,4813.42,44220,9.3
"Belgium","BEL","2014",80.59,4884.07,45400,9.1
"Belize","BLZ","2000",68.42,133.72,5170,49
"Belize","BLZ","2001",68.44,153.94,5310,61
"Belize","BLZ","2002",68.54,155.77,5540,59
"Belize","BLZ","2003",68.7,166.87,5900,42
"Belize","BLZ","2004",68.88,168.36,6050,35
"Belize","BLZ","2005",69.09,175.14,6290,41
"Belize","BLZ","2006",69.28,184.27,6610,34
"Belize","BLZ","2007",69.45,205.89,6530,24
"Belize","BLZ","2008",69.59,227.66,6720,33
"Belize","BLZ","2009",69.7,247.34,7060,32
"Belize","BLZ","2010",69.78,253.95,6990,52
"Belize","BLZ","2011",69.84,253.19,7350,26
"Belize","BLZ","2012",69.91,254.89,7520,29
"Belize","BLZ","2013",69.98,273.27,7590,40
"Belize","BLZ","2014",70.08,278.58,7800,24
"Benin","BEN","2000",55.19,14.73,1300,86
"Benin","BEN","2001",55.47,16.33,1350,83
"Benin","BEN","2002",55.81,16.19,1390,80
"Benin","BEN","2003",56.21,21.49,1410,78
"Benin","BEN","2004",56.63,23.32,1470,75
"Benin","BEN","2005",57.07,25.21,1500,73
"Benin","BEN","2006",57.48,26.47,1560,71
"Benin","BEN","2007",57.87,28.77,1640,69
"Benin","BEN","2008",58.2,31.02,1710,69
"Benin","BEN","2009",58.49,31.81,1710,69
"Benin","BEN","2010",58.73,34.14,1710,68
"Benin","BEN","2011",58.93,40.02,1760,67
"Benin","BEN","2012",59.12,36.45,1810,66
"Benin","BEN","2013",59.31,36.96,1930,64
"Benin","BEN","2014",59.51,37.89,2030,61
"Bermuda","BMU","2000",77.89,NA,NA,0
"Bermuda","BMU","2001",77.89,NA,NA,0
"Bermuda","BMU","2002",78.09,NA,NA,0
"Bermuda","BMU","2003",78.33,NA,NA,5.3
"Bermuda","BMU","2004",78.49,NA,NA,11
"Bermuda","BMU","2005",78.69,NA,NA,8
"Bermuda","BMU","2006",78.89,NA,NA,5.3
"Bermuda","BMU","2007",78.93,NA,75090,4.4
"Bermuda","BMU","2008",79.24,NA,74800,3.6
"Bermuda","BMU","2009",79.39,NA,68450,2.7
"Bermuda","BMU","2010",79.29,NA,68910,1.8
"Bermuda","BMU","2011",81.15,NA,68110,1.8
"Bermuda","BMU","2012",81.68,NA,67140,5.5
"Bermuda","BMU","2013",80.57,NA,66670,0
"Bermuda","BMU","2014",80.8,NA,NA,0
"Bhutan","BTN","2000",60.65,53.8,2850,253
"Bhutan","BTN","2001",61.55,48.51,3060,223
"Bhutan","BTN","2002",62.44,69.57,3290,227
"Bhutan","BTN","2003",63.3,49.48,3490,208
"Bhutan","BTN","2004",64.14,48.84,3680,195
"Bhutan","BTN","2005",64.92,66.41,4000,193
"Bhutan","BTN","2006",65.64,70.92,4350,172
"Bhutan","BTN","2007",66.29,103.18,5100,183
"Bhutan","BTN","2008",66.89,119.13,5270,173
"Bhutan","BTN","2009",67.42,107.71,5490,199
"Bhutan","BTN","2010",67.89,113.85,6000,228
"Bhutan","BTN","2011",68.32,117.61,6450,211
"Bhutan","BTN","2012",68.72,90.82,6690,190
"Bhutan","BTN","2013",69.1,90.3,6910,179
"Bhutan","BTN","2014",69.47,88.79,7330,174
"Bolivia","BOL","2000",60.69,57.09,3400,184
"Bolivia","BOL","2001",61.26,60.48,3480,179
"Bolivia","BOL","2002",61.83,59.65,3550,173
"Bolivia","BOL","2003",62.4,49.38,3610,168
"Bolivia","BOL","2004",62.97,51.77,3770,163
"Bolivia","BOL","2005",63.54,60.16,4020,158
"Bolivia","BOL","2006",64.11,65.05,4280,153
"Bolivia","BOL","2007",64.69,70.05,4510,148
"Bolivia","BOL","2008",65.27,88.31,4830,144
"Bolivia","BOL","2009",65.85,104.13,4910,139
"Bolivia","BOL","2010",66.41,109.76,5070,135
"Bolivia","BOL","2011",66.94,132.83,5330,131
"Bolivia","BOL","2012",67.45,149.34,5540,127
"Bolivia","BOL","2013",67.91,178.73,5910,123
"Bolivia","BOL","2014",68.34,208.78,6320,120
"Bosnia and Herzegovina","BIH","2000",74.26,103.79,4980,96
"Bosnia and Herzegovina","BIH","2001",74.5,109.29,5150,90
"Bosnia and Herzegovina","BIH","2002",74.68,123.83,5460,85
"Bosnia and Herzegovina","BIH","2003",74.82,176.8,5630,81
"Bosnia and Herzegovina","BIH","2004",74.96,240.04,6070,78
"Bosnia and Herzegovina","BIH","2005",75.09,248.79,6630,75
"Bosnia and Herzegovina","BIH","2006",75.23,277.66,7490,72
"Bosnia and Herzegovina","BIH","2007",75.37,343.85,8260,69
"Bosnia and Herzegovina","BIH","2008",75.51,426.92,9150,66
"Bosnia and Herzegovina","BIH","2009",75.66,442.14,9130,63
"Bosnia and Herzegovina","BIH","2010",75.81,428.65,9190,59
"Bosnia and Herzegovina","BIH","2011",75.96,472.11,9600,55
"Bosnia and Herzegovina","BIH","2012",76.12,446.75,9770,51
"Bosnia and Herzegovina","BIH","2013",76.28,449.38,10340,47
"Bosnia and Herzegovina","BIH","2014",76.43,463.64,10550,42
"Botswana","BWA","2000",48.69,154.79,7710,914
"Botswana","BWA","2001",48.61,178.45,8090,888
"Botswana","BWA","2002",49.24,197.06,7680,855
"Botswana","BWA","2003",50.52,192.84,8400,816
"Botswana","BWA","2004",52.36,271.23,8630,773
"Botswana","BWA","2005",54.55,299.63,9400,728
"Botswana","BWA","2006",56.87,263.34,10420,684
"Botswana","BWA","2007",59.07,267.07,11480,641
"Botswana","BWA","2008",60.96,313.44,12190,598
"Botswana","BWA","2009",62.42,321.66,11660,557
"Botswana","BWA","2010",63.4,378.78,12300,518
"Botswana","BWA","2011",63.95,384.13,13540,480
"Botswana","BWA","2012",64.22,427.52,14250,445
"Botswana","BWA","2013",64.36,396.6,15150,414
"Botswana","BWA","2014",64.43,385.31,15660,385
"Brazil","BRA","2000",70.04,262.76,8570,51
"Brazil","BRA","2001",70.46,225.78,8770,48
"Brazil","BRA","2002",70.85,201.09,9070,52
"Brazil","BRA","2003",71.2,211.33,9220,53
"Brazil","BRA","2004",71.53,254.29,9930,54
"Brazil","BRA","2005",71.84,391.29,10440,49
"Brazil","BRA","2006",72.13,485.39,11030,47
"Brazil","BRA","2007",72.41,599.6,11870,45
"Brazil","BRA","2008",72.7,716.76,12510,43
"Brazil","BRA","2009",72.98,731.92,12470,46
"Brazil","BRA","2010",73.26,919.67,13880,43
"Brazil","BRA","2011",73.55,1055.14,14580,45
"Brazil","BRA","2012",73.84,984.92,14750,43
"Brazil","BRA","2013",74.12,993.46,15110,43
"Brazil","BRA","2014",74.4,947.43,15650,41
"Brunei Darussalam","BRN","2000",75.29,554.45,65560,107
"Brunei Darussalam","BRN","2001",75.48,508.3,67570,74
"Brunei Darussalam","BRN","2002",75.67,516.68,69950,77
"Brunei Darussalam","BRN","2003",75.85,579.79,72120,69
"Brunei Darussalam","BRN","2004",76.02,665.22,73190,60
"Brunei Darussalam","BRN","2005",76.21,691.29,74540,52
"Brunei Darussalam","BRN","2006",76.43,699,78850,63
"Brunei Darussalam","BRN","2007",76.68,758.1,80110,64
"Brunei Darussalam","BRN","2008",76.96,842.72,78660,67
"Brunei Darussalam","BRN","2009",77.27,789.85,76680,63
"Brunei Darussalam","BRN","2010",77.6,859.66,77420,69
"Brunei Darussalam","BRN","2011",77.93,938.48,79130,66
"Brunei Darussalam","BRN","2012",78.25,961.89,80340,69
"Brunei Darussalam","BRN","2013",78.55,1022.87,79780,59
"Brunei Darussalam","BRN","2014",78.81,957.61,78870,55
"Bulgaria","BGR","2000",71.66,97.88,6210,58
"Bulgaria","BGR","2001",71.77,126.03,6970,57
"Bulgaria","BGR","2002",71.87,155.17,7930,56
"Bulgaria","BGR","2003",72.07,201.88,8520,56
"Bulgaria","BGR","2004",72.56,239.47,9280,55
"Bulgaria","BGR","2005",72.56,274.97,10300,54
"Bulgaria","BGR","2006",72.61,300.39,11100,51
"Bulgaria","BGR","2007",72.66,379.48,11970,48
"Bulgaria","BGR","2008",72.96,483.39,13720,45
"Bulgaria","BGR","2009",73.41,471.57,13680,41
"Bulgaria","BGR","2010",73.51,488.21,14650,38
"Bulgaria","BGR","2011",74.16,532.5,15180,34
"Bulgaria","BGR","2012",74.31,519.48,15990,32
"Bulgaria","BGR","2013",74.86,606.03,16280,29
"Bulgaria","BGR","2014",75.41,661.85,17260,27
"Burkina Faso","BFA","2000",50.35,11.48,850,70
"Burkina Faso","BFA","2001",50.78,11.51,900,69
"Burkina Faso","BFA","2002",51.34,13.73,920,67
"Burkina Faso","BFA","2003",52.01,18.64,990,66
"Burkina Faso","BFA","2004",52.77,23.96,1030,65
"Burkina Faso","BFA","2005",53.58,27.98,1120,64
"Burkina Faso","BFA","2006",54.4,27.65,1200,63
"Burkina Faso","BFA","2007",55.19,31.47,1240,62
"Burkina Faso","BFA","2008",55.9,38.51,1300,61
"Burkina Faso","BFA","2009",56.52,40.87,1310,60
"Burkina Faso","BFA","2010",57.05,41.19,1390,58
"Burkina Faso","BFA","2011",57.49,34.42,1470,57
"Burkina Faso","BFA","2012",57.88,35.85,1550,55
"Burkina Faso","BFA","2013",58.24,42.21,1590,54
"Burkina Faso","BFA","2014",58.59,35.2,1610,54
"Burundi","BDI","2000",51.49,6.4,570,290
"Burundi","BDI","2001",51.72,6.26,570,270
"Burundi","BDI","2002",51.93,5.94,580,250
"Burundi","BDI","2003",52.15,5.56,560,230
"Burundi","BDI","2004",52.4,8.48,580,211
"Burundi","BDI","2005",52.7,13.85,590,195
"Burundi","BDI","2006",53.05,17.8,630,181
"Burundi","BDI","2007",53.46,15.97,650,169
"Burundi","BDI","2008",53.89,14.36,680,160
"Burundi","BDI","2009",54.35,13.53,680,152
"Burundi","BDI","2010",54.83,18.95,690,144
"Burundi","BDI","2011",55.31,20.77,710,138
"Burundi","BDI","2012",55.79,20.35,730,133
"Burundi","BDI","2013",56.25,20.86,750,128
"Burundi","BDI","2014",56.69,21.55,770,126
"Cambodia","KHM","2000",58.35,17.63,1050,575
"Cambodia","KHM","2001",59.25,18.28,1140,567
"Cambodia","KHM","2002",60.19,20.11,1200,556
"Cambodia","KHM","2003",61.14,24.38,1310,542
"Cambodia","KHM","2004",62.07,26.18,1460,527
"Cambodia","KHM","2005",62.97,27.6,1670,511
"Cambodia","KHM","2006",63.8,24.09,1880,496
"Cambodia","KHM","2007",64.55,23.57,2110,480
"Cambodia","KHM","2008",65.23,41.27,2250,465
"Cambodia","KHM","2009",65.84,46.74,2230,450
"Cambodia","KHM","2010",66.39,46.59,2350,436
"Cambodia","KHM","2011",66.87,49.6,2520,423
"Cambodia","KHM","2012",67.33,59.12,2700,411
"Cambodia","KHM","2013",67.77,60.44,2890,400
"Cambodia","KHM","2014",68.21,61.28,3090,390
"Cameroon","CMR","2000",51.94,26.12,1780,309
"Cameroon","CMR","2001",51.76,27.7,1840,317
"Cameroon","CMR","2002",51.66,31.53,1920,321
"Cameroon","CMR","2003",51.64,39.34,2030,321
"Cameroon","CMR","2004",51.72,42.24,2140,318
"Cameroon","CMR","2005",51.89,43.48,2190,311
"Cameroon","CMR","2006",52.15,45.23,2310,303
"Cameroon","CMR","2007",52.48,50.94,2360,292
"Cameroon","CMR","2008",52.86,61.69,2430,282
"Cameroon","CMR","2009",53.26,59.05,2460,271
"Cameroon","CMR","2010",53.69,60.63,2490,260
"Cameroon","CMR","2011",54.14,49.87,2580,251
"Cameroon","CMR","2012",54.59,53.03,2670,242
"Cameroon","CMR","2013",55.04,57.15,2780,235
"Cameroon","CMR","2014",55.49,58.65,2960,220
"Canada","CAN","2000",79.24,2099.84,28310,6.5
"Canada","CAN","2001",79.49,2162.23,29070,6.6
"Canada","CAN","2002",79.59,2262.07,29850,6.1
"Canada","CAN","2003",79.84,2690.51,31230,5.9
"Canada","CAN","2004",80.14,3062.67,32870,5.6
"Canada","CAN","2005",80.29,3474.44,35230,5.5
"Canada","CAN","2006",80.42,3945.46,37270,5.4
"Canada","CAN","2007",80.63,4382.43,38670,5.3
"Canada","CAN","2008",80.83,4682.04,39500,5.4
"Canada","CAN","2009",81.11,4582.08,38100,5.3
"Canada","CAN","2010",81.41,5347.69,39270,4.6
"Canada","CAN","2011",81.35,5665.42,40810,4.8
"Canada","CAN","2012",81.56,5719.03,41600,5.5
"Canada","CAN","2013",81.77,5619.38,43420,5.3
"Canada","CAN","2014",81.96,5291.75,44230,5.1
